Course Name,Provider,Skills Gained,Rating & Reviews,Level & Duration,Course Image,Provider Image,Course Link,Rating Score,Embeddings skills
Generative AI: Prompt Engineering Basics,IBM,"ChatGPT, Generative AI, IBM Cloud",4.8 stars,1 - 4 Weeks,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/42/190f880708458082df6d47e4e904a7/Chat-AI_Logo-Image_1200X1200px.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,4.8,"[-1.18976764e-01 -8.86085182e-02  6.92076981e-02  9.92356986e-03
 -1.77260507e-02 -2.23886836e-02  5.82431778e-02  3.22031975e-02
  1.44638438e-02  2.31036451e-02 -5.60302138e-02 -4.44969796e-02
 -1.30779631e-02 -5.00282533e-02  3.06935944e-02  6.13875464e-02
  8.85022804e-02 -7.11469129e-02  5.92969451e-03 -9.52846408e-02
 -2.38846801e-02  4.52672169e-02  2.57294215e-02 -3.69218215e-02
  7.17953816e-02  3.90107855e-02  1.11789582e-02 -5.42439558e-02
  4.37445492e-02 -3.00883986e-02  2.14468818e-02  7.47209713e-02
  9.42289550e-03  6.88473582e-02 -4.46185805e-02  9.28848237e-02
 -4.20295857e-02 -4.40019183e-02  7.73660913e-02 -4.39969823e-02
 -1.85845625e-02 -5.46858348e-02 -2.25857720e-02 -5.22440262e-02
  1.08224615e-01 -1.37542617e-02 -6.36071190e-02 -2.11122464e-02
 -2.14119186e-03  4.06051613e-02 -1.25752240e-01 -3.50256748e-02
  2.70724315e-02  8.47825408e-02 -5.48510579e-03  9.57294852e-02
  4.38276306e-03  7.62356669e-02  4.47815731e-02 -6.83261082e-02
 -2.74951588e-02 -7.64027014e-02  6.39001466e-03 -1.71860307e-02
 -2.28575524e-02 -2.44888780e-03  6.40949886e-03  5.99702597e-02
  8.08336735e-02 -3.90994176e-02  5.76334000e-02  1.72522720e-02
 -1.07441798e-01  2.17692871e-02 -4.11269702e-02  7.99978077e-02
  2.15790085e-02 -7.46623501e-02  2.71175280e-02 -4.30582501e-02
  2.07478143e-02  1.74842197e-02  3.38827670e-02  3.75275165e-02
 -6.22885600e-02 -5.21390215e-02  4.15051281e-02  7.83345178e-02
  1.81226321e-02  4.43363450e-02 -1.79058611e-02 -5.96533995e-03
  5.77629320e-02  4.60446812e-02 -1.08995736e-02 -7.71434419e-03
  1.54479127e-02 -3.76382321e-02 -3.22526172e-02  4.39840816e-02
 -4.39990349e-02  4.04459238e-02 -6.45244902e-04 -6.75885603e-02
 -1.79054104e-02 -1.01143596e-04  4.74477373e-02 -2.59507727e-02
  5.84715158e-02 -7.65573531e-02 -8.06604847e-02 -4.29938883e-02
  1.25216208e-02 -2.57631224e-02 -7.14053679e-03  4.33044098e-02
  4.33390168e-03  7.01443711e-03 -3.34235802e-02  2.84232162e-02
  1.60221793e-02 -5.48395738e-02 -4.51024994e-03  6.65644705e-02
 -3.16697247e-02  1.61079094e-02 -5.61469160e-02 -1.72490996e-34
  2.07004510e-02 -2.30241343e-02  5.88032277e-03  4.93493080e-02
  8.64183977e-02  5.00565022e-02 -2.85943132e-03 -2.00502314e-02
 -5.79415970e-02 -8.47249627e-02 -9.67682153e-02 -3.74721885e-02
 -8.14603046e-02  2.92750746e-02  6.73776418e-02 -6.92061335e-02
 -4.43920493e-02  9.50419381e-02  6.02844544e-02 -2.46969182e-02
  1.16500901e-02  1.64887067e-02  6.72732946e-03  1.54640749e-02
  7.30644539e-02  4.05312814e-02  1.22638285e-01 -8.19323435e-02
  8.85114670e-02  2.62134317e-02 -4.77278940e-02  2.14394871e-02
 -2.17777155e-02  4.72239405e-02 -1.63491897e-03  6.36716606e-04
 -8.45101476e-02 -6.54931664e-02 -2.29258928e-02  4.55842912e-02
 -5.04374057e-02  9.49320477e-03  2.24839598e-02 -6.13015220e-02
 -3.87438126e-02 -3.34211662e-02  3.62499803e-02 -1.33175720e-02
  1.97630674e-02  2.88024656e-02 -7.64799714e-02  6.92440644e-02
  1.30531061e-02  1.13770226e-02  6.70409650e-02 -7.84481987e-02
  8.57642107e-03  5.75882569e-02  5.76611571e-02  3.75457257e-02
 -1.86315235e-02 -3.52240652e-02 -3.15228514e-02 -2.42868578e-03
  1.69750359e-02  1.18080806e-02 -2.28337385e-02 -1.20240422e-02
  9.31861717e-03  5.29012941e-02  5.65736592e-02 -3.55521478e-02
  2.83004865e-02 -3.79219577e-02 -1.06355862e-03  1.13897230e-02
 -3.47296000e-02 -4.70736772e-02 -2.73678675e-02 -2.49186829e-02
 -1.29559293e-01  2.45957915e-02 -5.77693097e-02 -7.57661974e-03
  3.93462144e-02 -7.29055032e-02  2.44798381e-02  3.02610938e-02
 -3.89708653e-02  7.13695884e-02 -1.28671527e-01 -1.49867814e-02
  2.44186185e-02  3.15326080e-02 -7.75078014e-02  9.27240597e-34
 -1.04542941e-01  3.01112942e-02 -6.96466789e-02  8.84407014e-02
  6.52733317e-04 -3.52468863e-02  7.72247743e-03  1.08707277e-02
 -1.04194293e-02  5.45525327e-02 -3.36247347e-02 -4.52660769e-02
  3.93528538e-03 -4.15214449e-02  9.85907018e-03  1.27433814e-04
  1.67632680e-02 -1.17380679e-01 -4.89439853e-02  2.51092073e-02
  1.17839221e-02  1.56565588e-02 -8.45914707e-02  3.73581760e-02
  2.70725358e-02  7.12943971e-02 -4.80011068e-02  6.50602430e-02
  1.24020234e-03 -6.35368284e-03  1.27951335e-02  1.34532910e-03
 -9.72620025e-02  3.38773690e-02  4.16873619e-02  5.48428893e-02
  1.57621562e-01  3.57770883e-02 -6.94984943e-02  3.27809416e-02
  6.45902827e-02 -7.36985654e-02 -1.11107759e-01  6.28263736e-03
 -7.55283842e-03  2.11591814e-02 -1.25708431e-01  2.99596880e-02
 -3.53462435e-02  9.45293903e-03  1.36957075e-02  6.77841529e-03
  3.92696187e-02 -4.54895906e-02 -5.04741110e-02 -1.02641612e-01
  5.65375648e-02  3.72211188e-02 -4.93321382e-02 -6.77958503e-03
 -1.61003284e-02 -8.93434063e-02  1.29813150e-01 -2.27542818e-02
 -2.38605104e-02 -2.45634392e-02  1.88866276e-02  6.99286237e-02
  1.58407539e-02 -3.87611464e-02  1.74643639e-02 -1.92885138e-02
  1.43167321e-02  8.52443501e-02  4.48043868e-02  2.43731178e-02
 -1.12436377e-02 -6.10545464e-02  5.34140617e-02 -9.21194553e-02
  9.82130761e-04  2.65572127e-02  6.64990097e-02  4.26191390e-02
  8.27598348e-02  2.00007316e-02  7.20413104e-02  3.28640006e-02
  1.81221627e-02  5.12120351e-02 -8.18629712e-02  1.97283179e-02
 -1.65804084e-02  1.00660913e-01 -1.77428927e-02 -1.55234314e-08
 -2.23897584e-02 -7.87172243e-02  4.08975407e-02  6.89117983e-02
  3.75804864e-02 -3.09485905e-02 -4.48172726e-02  7.65426531e-02
  1.06463302e-02  2.91119590e-02  1.40278582e-02 -5.25597073e-02
 -3.80593389e-02 -1.28884683e-03  1.04158178e-01 -4.78650723e-03
 -2.54320167e-02 -3.07881343e-03 -1.84916630e-02 -4.11059372e-02
  1.06504306e-01  5.94462156e-02 -2.65074074e-02  3.94625179e-02
  2.72938646e-02 -7.52200708e-02  1.04126241e-02  1.83657072e-02
 -8.89967829e-02  2.37052627e-02 -2.90497299e-02  3.62469777e-02
  1.25852348e-02  3.12905386e-02  6.48316592e-02 -2.71889232e-02
 -1.61045615e-03 -2.31217910e-02 -1.81904621e-02 -1.84897520e-02
  5.86062483e-03  1.26177054e-02 -8.87658671e-02 -4.65427823e-02
  8.25702250e-02 -4.29126732e-02 -2.13808864e-02 -9.92943943e-02
  1.07241031e-02  7.50324950e-02 -1.93689093e-02 -1.15768090e-02
  2.32366100e-02  6.31686971e-02  1.00794487e-01 -2.85829399e-02
  1.09290043e-02 -2.10563242e-02  6.48135468e-02  5.46138026e-02
 -3.08220536e-02  7.36369938e-02  3.12571675e-02 -4.77578677e-02]"
Exam Prep AI-102: Microsoft Azure AI Engineer Associate,Whizlabs,"Microsoft Azure, Data Ethics, Natural Language Processing",3.3 stars,1 - 3 Months,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b9/63afceaa5645b8b3d9a334ca073e95/AI-102-Microsoft-Azure-AI-Engineer-Associate---Logo-Image.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/04/279e91b98e4c1eac7872f53a5ebb63/Whizlabs-Logo-360x360px-.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/learn/ai-102-microsoft-azure-ai-engineer-associate-course,3.3,"[ 4.15980257e-03  5.44826128e-02 -1.15571469e-02  4.11204668e-03
 -5.33910003e-03  2.96301488e-02  3.16612087e-02 -1.03828199e-01
  3.70069034e-02  1.11988932e-01 -3.07072490e-03  6.92871818e-03
  7.05436245e-02  1.15190810e-02  6.52234331e-02  1.48611128e-01
  2.45639011e-02 -1.99590828e-02 -1.11921795e-01 -1.27356602e-02
  4.87779491e-02  7.44998232e-02 -1.09380651e-02  1.79000832e-02
  4.83040139e-02  2.31033806e-02 -2.54344065e-02 -3.75913270e-02
  7.96784535e-02  1.50194427e-03 -5.84674142e-02  5.24893180e-02
  1.12306476e-01  1.01153038e-01  6.50068745e-02 -3.01843788e-03
  1.29601555e-02 -1.19064134e-02 -8.13590437e-02 -1.42629463e-02
 -2.40603723e-02 -3.91820706e-02 -6.36410490e-02 -9.32471827e-03
  6.00135773e-02 -3.65573540e-02 -5.09030186e-02 -1.32245114e-02
 -8.87609497e-02  5.34899756e-02 -1.04679868e-01 -5.88933900e-02
  3.26139852e-03  5.88728748e-02 -5.02321534e-02  6.08974602e-03
  2.27389410e-02  1.15412213e-02 -2.16896590e-02 -1.49990981e-02
  2.24953815e-02 -1.08328782e-01 -6.93379790e-02  9.03439596e-02
  2.92446408e-02  8.79390985e-02 -6.06125742e-02 -1.24121811e-02
 -6.90317005e-02 -6.06577918e-02 -2.42662840e-02  1.55621944e-02
 -1.96395852e-02  6.01221733e-02 -5.25887869e-02  3.09421681e-02
  1.00076087e-02  9.34982672e-03  5.25942482e-02 -2.05301382e-02
  1.29325800e-02 -3.93057615e-02  5.36646619e-02  1.45707309e-01
  3.62496339e-02 -1.80052705e-02  1.88307744e-02 -3.25615355e-03
  2.04953831e-02  6.68672025e-02 -6.47895634e-02 -4.39279638e-02
  1.63443059e-01 -1.82034113e-02  3.54358181e-02  3.15321167e-03
 -7.80257285e-02 -1.03942692e-01  5.39233733e-04  1.67419817e-02
 -5.30863367e-02  6.09554239e-02 -5.40783517e-02 -1.09572507e-01
  4.74100979e-03 -2.67487876e-02  3.79693392e-03 -3.44396830e-02
 -1.41967996e-03  1.48946885e-04 -1.44009767e-02  5.74216470e-02
 -6.35414869e-02 -3.53680179e-02  8.28599259e-02  5.75988693e-03
 -1.56793036e-02  2.23336648e-02  6.62526488e-02 -2.93244924e-02
 -2.43669618e-02 -2.38372050e-02 -3.09495721e-02  2.93100486e-03
  3.89870554e-02 -9.55280140e-02  1.04156919e-02 -2.89878707e-33
  4.76801656e-02  6.30982146e-02 -2.30931044e-02 -6.35697693e-02
  9.10902098e-02 -1.33007606e-02  1.48981940e-02 -1.46469241e-02
 -4.69291694e-02  8.23193789e-03  2.55616084e-02  8.92695040e-02
  5.67320213e-02  6.94957608e-03  1.16795609e-02  2.86515243e-02
  3.63226011e-02  4.35660891e-02 -7.03853462e-03 -7.91910384e-03
  1.02399677e-01  2.08129790e-02  1.29052969e-02  3.63181159e-02
 -8.12253505e-02 -4.28878553e-02  4.87072021e-02 -5.54566383e-02
  1.25963032e-01  1.04732718e-02 -5.43961339e-02 -4.95667346e-02
  4.09218445e-02 -4.41013556e-03  5.05789295e-02  4.03225720e-02
 -6.38508704e-03  3.74862403e-02  3.52435336e-02  8.47128332e-02
  1.16188768e-02  1.16641624e-02  5.24031296e-02  4.71791625e-02
  2.29557641e-02  6.60269987e-03  4.90470380e-02 -9.10265669e-02
  5.90990372e-02  6.13061860e-02  6.99230703e-03  1.00925803e-01
  3.36641558e-02  1.17774280e-02  1.36211878e-02 -1.06580965e-02
  7.61838704e-02 -3.54638277e-03 -4.30485345e-02 -4.24818043e-03
 -8.53315927e-03 -8.73463973e-02 -3.86067026e-04 -9.07665491e-03
 -4.63802032e-02 -4.99990657e-02 -3.37971523e-02 -6.10126369e-02
  7.43200257e-02 -7.24679306e-02  1.77638493e-02 -1.41258128e-02
 -3.31523605e-02 -1.32779311e-02 -4.32390980e-02 -3.12004313e-02
 -1.55084087e-02 -5.30448407e-02  2.15562293e-03 -2.17944942e-02
  4.04673489e-03 -4.34711687e-02  4.17086296e-02  8.56746510e-02
 -9.66659188e-02 -4.78918441e-02 -7.24560698e-04 -3.78776677e-02
  7.45138228e-02  5.24393171e-02 -3.31006609e-02  8.49315803e-03
 -5.80958091e-02 -3.42593938e-02 -6.41577179e-03  1.74780857e-33
 -7.05871582e-02 -3.68211828e-02 -5.91686405e-02  9.22822580e-02
 -2.80758496e-02 -4.17079851e-02  1.94572508e-02  6.16607768e-03
  1.22981355e-01 -2.10372694e-02 -1.69412773e-02 -4.03612703e-02
  4.22128215e-02  3.78575996e-02  6.88704522e-03  5.86130191e-03
  5.15577160e-02 -1.71801783e-02  5.94719918e-03  1.07065495e-02
 -6.30449504e-02  7.49072507e-02 -6.55325502e-02  3.47568430e-02
  4.98168319e-02  6.43334314e-02 -3.69577631e-02 -6.28553852e-02
  4.10709009e-02  1.68694630e-02 -1.05456039e-01 -7.67457066e-03
 -2.95528900e-02 -5.42242825e-02 -8.37936923e-02 -5.39238565e-02
  2.74173487e-02 -3.76959853e-02 -5.99617735e-02  3.66834328e-02
  7.62944371e-02  1.89143198e-03 -1.14029542e-01 -2.05144156e-02
 -1.20891798e-02 -8.79514664e-02 -9.82716158e-02 -1.77345201e-02
  5.32969795e-02  4.11274470e-03 -3.64796841e-03  2.58528478e-02
 -3.44580151e-02  4.66487370e-02 -3.38940471e-02 -6.88855723e-02
  4.19627018e-02 -6.85331449e-02 -4.06708419e-02 -5.44208847e-03
  1.44293508e-03  8.75726268e-02  2.55574808e-02 -6.11116597e-03
  3.23237255e-02 -3.84666622e-02 -7.18783215e-03 -1.53499674e-02
 -6.64813668e-02 -5.79406470e-02 -2.67699361e-02 -1.28395166e-02
 -1.20962620e-01 -2.06817128e-02 -1.73079642e-03 -9.60065145e-03
 -8.53405427e-03 -5.11843301e-02 -8.13544393e-02  1.93552934e-02
  6.93098977e-02  3.57917103e-04  7.20516965e-02  6.44221157e-02
 -1.54971369e-02  3.38896848e-02  6.41743839e-02 -3.09149548e-02
 -1.16812296e-01  2.25593317e-02 -9.29501578e-02 -5.35197705e-02
 -8.37149620e-02  1.28062725e-01 -2.09428743e-02 -1.44604950e-08
 -2.90130880e-02 -2.99920589e-02 -5.74813522e-02  4.03665714e-02
  1.52224312e-02 -1.83284376e-02 -5.94959930e-02  7.74799362e-02
  1.10372119e-02 -2.82554235e-02 -1.97165944e-02 -4.52754879e-03
 -6.21479824e-02  1.54990912e-03  3.64672057e-02  9.94195640e-02
  1.69567298e-02 -5.52087948e-02 -4.80585790e-04  2.51150075e-02
  3.17694843e-02  1.03008725e-01 -7.07681254e-02 -4.73772082e-03
  2.51854630e-03  4.97928038e-02 -4.62352931e-02  4.89947982e-02
  4.91978414e-02  1.15549397e-02  4.18449529e-02  2.46701911e-02
  1.76496692e-02 -1.47518413e-02 -4.31907810e-02 -4.14107032e-02
  1.56402737e-02 -1.13614434e-02  4.29841578e-02  2.92417128e-02
  1.84493810e-02  7.45855048e-02 -5.20445816e-02  6.84199296e-03
  7.47521222e-02 -3.96660902e-02  2.54273275e-03 -5.01205176e-02
 -1.30049558e-03 -4.61467542e-03 -1.92695223e-02 -3.75060327e-02
  1.12697445e-02  6.55647442e-02  4.92882021e-02  1.32205719e-02
  1.42350588e-02 -4.90451008e-02  9.57495999e-03  8.06757957e-02
  3.48951109e-02 -1.29797561e-02  3.36725339e-02 -9.01719108e-02]"
"Python for Data Science, AI & Development",Python for Data Science,"Jupyter, Automation, Web Scraping",AI & Development Course by IBM,1 - 3 Months,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/fc/c1b8dfbac740999b6256aca490de43/Python-Image.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/learn/python-for-applied-data-science-ai,4.6,"[-7.59116933e-02  1.47732114e-02 -1.28622800e-02 -4.39050002e-03
  1.15754083e-02 -8.24470520e-02  1.56026636e-03  1.49332806e-02
 -8.59639943e-02 -2.28886846e-02  5.74634410e-02 -5.00974692e-02
  8.16196129e-02 -8.64971876e-02  4.35912795e-02  2.73225084e-02
  1.35639764e-03  1.30937174e-02 -6.01803605e-03 -7.24794045e-02
 -4.32755277e-02  3.52513082e-02  2.46809293e-02 -5.09260371e-02
 -3.03792506e-02 -8.60999897e-03 -4.75610159e-02  2.11561266e-02
 -7.11584836e-03 -6.49980595e-03 -3.47823165e-02 -4.76867110e-02
 -6.83903648e-03  5.56552596e-02  1.15283541e-01 -4.05197479e-02
  3.52808530e-03 -6.79245277e-05  2.01122984e-02  1.94860972e-03
  2.50664279e-02 -4.17136587e-02 -9.87429097e-02 -2.07844377e-02
 -2.56270450e-02 -5.89609556e-02 -6.82167262e-02 -1.20307906e-02
  1.58478636e-02  2.42465492e-02 -1.66461244e-01  1.57656595e-02
  1.11743957e-02 -8.85223895e-02 -7.81970471e-02 -3.49267200e-02
  7.13460073e-02  2.31913902e-04  6.79428354e-02 -7.87289515e-02
 -3.76334414e-02 -1.02013368e-02  3.06353644e-02  1.21221999e-02
  3.51122618e-02 -3.61707434e-02 -7.95897320e-02  5.91618791e-02
  6.16711862e-02 -1.60237029e-02 -9.74939987e-02 -2.54329201e-02
 -6.82534426e-02  7.95670599e-02 -1.49352113e-02 -6.81444928e-02
 -5.27196638e-02 -5.98570928e-02  8.24644044e-03 -6.21148967e-04
 -1.19071484e-01 -1.06355913e-01 -4.52617649e-03  1.05492964e-01
 -2.01449320e-02 -4.04596366e-02  3.75971012e-02  1.09810889e-01
  5.77906668e-02 -8.05520732e-03  4.36213091e-02 -9.70799029e-02
  5.64441644e-03  1.96104646e-02 -2.77194139e-02  8.20548758e-02
  3.97630297e-02 -5.28169088e-02  4.69201431e-02  6.05649352e-02
  2.93668341e-02 -4.79822382e-02 -1.68266811e-03 -6.61241561e-02
  7.65490253e-03 -1.75625775e-02 -3.79826408e-03  2.79864110e-03
  8.88404548e-02 -4.01712544e-02 -2.94911247e-02 -2.83487421e-03
 -1.52960559e-02 -4.25825678e-02  4.83897142e-02 -1.33439088e-02
  3.93550210e-02  3.58747132e-02  5.57881705e-02 -3.28232571e-02
  7.00400025e-02  3.81485820e-02  2.06985250e-02 -1.23050706e-02
  1.01384476e-01 -7.06125004e-03  2.47797426e-02 -1.33290728e-33
  1.99533664e-02 -4.22334410e-02  3.12482174e-02 -1.28539214e-02
  4.34586145e-02  1.18531529e-02  5.91643937e-02  5.95088713e-02
 -2.46942341e-02 -2.12490913e-02 -6.77444935e-02  7.02098534e-02
  2.41312739e-02  7.71815516e-03 -7.17314035e-02 -2.85838684e-03
 -2.67552561e-03  2.70480104e-02  5.01718149e-02  4.94471472e-03
  6.60029426e-02 -3.35624702e-02  4.36549187e-02  1.02382012e-01
 -2.92442665e-02 -7.38380104e-02 -6.34267479e-02  9.81066227e-02
  1.43195381e-02  3.96066383e-02  7.62236724e-03 -5.90354577e-02
 -4.14349325e-02 -8.75040703e-03 -3.83153819e-02  3.56516093e-02
  6.24426315e-03 -3.66936736e-02 -6.15742244e-02 -4.64204587e-02
 -4.61621284e-02 -1.31142996e-02  9.99015272e-02 -9.78747383e-03
 -1.15519159e-01 -1.29955225e-02 -7.23870397e-02  3.78285684e-02
  7.74957985e-02  2.86154971e-02 -1.29875168e-02 -3.33700813e-02
  9.46953297e-02 -3.75481807e-02 -2.53941175e-02  8.04133266e-02
 -2.01428160e-02  1.71663798e-02  4.06796038e-02  1.86326206e-02
  6.27977550e-02  3.44763845e-02 -2.13172343e-02  2.02874783e-02
  4.36639935e-02  2.63741743e-02  4.54513915e-02  1.67324543e-02
 -6.86636241e-03  4.19333316e-02  9.26704891e-03  6.56595603e-02
  5.43172881e-02 -2.75149662e-02  2.18181144e-02 -3.40992697e-02
 -1.85853522e-02 -1.13999173e-02 -2.16897367e-03 -1.95955224e-02
  5.88491373e-02 -2.42786994e-03 -4.32872549e-02 -4.49138656e-02
  1.90533232e-02 -2.66503934e-02 -1.22092257e-03  1.01185078e-02
  1.22844419e-02 -8.21379479e-03  3.46042998e-02 -1.70319751e-02
 -1.20403156e-01 -6.13532122e-03 -6.07697666e-02 -5.74020478e-34
 -9.82226618e-03  9.23038833e-03  6.81544542e-02  6.95642605e-02
  3.07046957e-02  1.34952012e-02  2.85089463e-02  1.23929307e-02
  1.94736477e-02  1.39979820e-03 -2.43982226e-02 -5.46414070e-02
  4.05173488e-02 -3.43385860e-02 -4.44650277e-03  1.10412225e-01
 -4.61841263e-02 -5.33801131e-02  7.97184743e-03  3.26371081e-02
 -8.30269456e-02  4.46565337e-02 -9.12628323e-02  2.80296244e-02
 -2.88265254e-02 -2.14256346e-02 -5.72043397e-02 -3.85718071e-03
 -2.14479659e-02  2.74750832e-02 -8.01613275e-03  8.60058889e-02
 -8.57288465e-02  2.23263726e-02 -5.10098832e-03  1.65541209e-02
 -4.35776496e-03  8.22507888e-02  4.18226421e-02  3.12102530e-02
  8.07068869e-02  2.15461068e-02 -4.55391109e-02  2.79661026e-02
  6.31423667e-02  2.53800545e-02 -1.15535215e-01  1.56668529e-01
 -8.79166462e-03  3.78020331e-02 -3.09812799e-02  2.20185202e-02
  1.75721236e-02 -3.01902536e-02 -2.52274312e-02  4.11443412e-02
 -3.00130174e-02  1.53953081e-03 -1.74472436e-01  1.69127006e-02
 -6.39638454e-02 -4.49220687e-02 -6.23362623e-02  6.16234951e-02
  2.13053403e-03 -4.00136411e-02 -5.47207035e-02  2.72807814e-02
 -8.51832554e-02 -9.85407680e-02  7.46641755e-02 -2.55094958e-03
  7.52877295e-02 -8.19808021e-02  1.94912311e-02  1.46201102e-03
 -3.71238925e-02  2.03148704e-02 -4.32706922e-02  6.39048666e-02
  5.12355976e-02  7.02982023e-02  1.00377642e-01  1.07289525e-02
 -7.73205608e-02  3.17091718e-02 -8.58473182e-02  4.45978791e-02
  7.80752897e-02 -5.62936291e-02 -5.62610244e-03 -5.75541444e-02
  4.00235057e-02  9.01203528e-02 -1.48510255e-04 -1.39437217e-08
  2.51911655e-02  1.12670306e-02  1.51477261e-02  8.71929079e-02
 -2.00359821e-02  9.86960903e-02  3.14660999e-03  1.41800623e-02
 -1.73924882e-02  3.33844163e-02  3.65326516e-02 -3.53463814e-02
 -4.16516289e-02  4.60820906e-02 -6.52488545e-02  8.66975933e-02
  4.61203568e-02  7.78890401e-03  8.92539136e-03  7.41346925e-03
  1.86965652e-02 -4.41326015e-02  4.99178618e-02  5.78177720e-02
  6.72890097e-02 -1.01658646e-02 -9.85312089e-02 -6.35961536e-03
 -1.93516929e-02 -6.03283048e-02 -4.87605855e-02 -3.40066589e-02
 -6.99078739e-02  3.12845805e-04  1.85024682e-02 -3.52750942e-02
 -6.63582310e-02 -7.30341971e-02 -4.48296852e-02  3.49643417e-02
  2.55849697e-02 -1.33183440e-02 -1.16558388e-01 -4.13758196e-02
  9.28955972e-02  1.47785842e-02 -9.16862488e-02 -2.09110249e-02
  5.11367209e-02 -5.70929013e-02  5.91913750e-03 -3.12320292e-02
  1.12855788e-02  3.61135080e-02  4.61970121e-02  1.01912534e-02
  2.95762643e-02  2.18986440e-02  1.42714307e-02  6.51595965e-02
  5.89312091e-02  4.67114262e-02  1.08968824e-01 -6.91146543e-03]"
